NDBI,NDMI,NDVI,SAVI,UI
0.1513127349519714,-0.1513127349519714,0.111339109303189,0.1669957507797114,1.3648261033122289
0.1444669919235021,-0.1444669919235021,0.08751039442535,0.131257834463671,1.340775919663335
0.158136793057531,-0.158136793057531,0.1061758349306662,0.1592521009290466,1.3820612888454396
0.1326790345641087,-0.1326790345641087,0.1040722931137373,0.1560981802897024,1.3117854790462986
0.1113105468275768,-0.1113105468275768,0.2239044680324667,0.335816822022066,1.2565380254370024
0.1396317009546185,-0.1396317009546185,0.1914571522678879,0.2871593928283818,1.32742867382505
0.1128537948298651,-0.1128537948298651,0.2288568108802562,0.3432462256820222,1.2617787203801745
0.1383092785188226,,0.1639031842618844,0.2458342998471352,1.3242456249685095
0.1094026482721449,-0.1094026482721449,0.1653171923495261,0.2479520884331595,1.2513306240141326
0.1443675022408663,-0.1443675022408663,0.0882375510456828,0.1323471190395415,1.341016736552283
0.1468152440414927,-0.1468152440414927,0.0982734706751392,0.1473998533524454,1.34743731179602
0.1479068674595056,-0.1479068674595056,0.081105520682955,0.1216506062381521,1.3500773822088117
0.1404953243501919,-0.1404953243501919,0.0911440640743097,0.1367079462790482,1.3290556469356336
0.1271596855939992,-0.1271596855939992,0.2259978999273038,0.3389655296064293,1.2940897935849218
0.1075175978348595,-0.1075175978348595,0.2880143246218754,0.4319724242132099,1.249855707655084
0.0897432663361488,-0.0897432663361488,0.3147798620651234,0.4721117739089543,1.209183723249176
0.1145781217079738,-0.1145781217079738,0.2396926535249215,0.3595010281858496,1.2632276333015058
0.1073699507695429,-0.1073699507695429,0.2592672528060739,0.3888594131647262,1.2468486989179737
0.1483006839320231,-0.1483006839320231,0.1825498961120819,0.2738016438950676,1.3504618243997295
0.1782749674347767,-0.1782749674347767,0.1800729881554752,0.2700832422004675,1.4412700167509085
0.1436149803315027,-0.1436149803315027,0.2103071587097472,0.315429911113467,1.3449222636298783
0.1043748395235181,-0.1043748395235181,0.2540684910638216,0.3810589954936591,1.2564489499727165
0.1703816637596762,-0.1703816637596762,0.1335476973704995,0.2003053733598822,1.4182603302056869
0.1612254164301033,-0.1612254164301033,0.1577868732394164,0.2366617109024033,1.3860605200594287
0.1060853023749271,-0.1060853023749271,0.2118782414601482,0.317784107233678,1.2595981093666389
0.1276761656236287,-0.1276761656236287,0.2246643603212384,0.336960721799432,1.3064004676215912
0.0848602218140463,-0.0848602218140463,0.1770745405346031,0.2655852427328136,1.2187560439919478
0.1395828426304784,-0.1395828426304784,0.2253389697782227,0.3379748210880412,1.329382539831256
0.1231808629363997,-0.1231808629363997,0.2547663091302968,0.3821116836409542,1.2898592930668007
0.1324086508475307,-0.1324086508475307,0.1927701190858058,0.2891296473050858,1.3127231213233934
0.1255941189025374,-0.1255941189025374,0.1870978732297088,0.2806213522825621,1.2964348211273269
0.1354330425942579,-0.1354330425942579,0.2355278724251732,0.3532563834509585,1.3211735169433712
0.1328424437678977,-0.1328424437678977,0.210160394090817,0.3152116261735841,1.3133037195608903
0.1504358672654641,-0.1504358672654641,0.2339635603821823,0.350908783477757,1.3599527215128564
0.0656875086168459,-0.0656875086168459,0.3457210702322357,0.5185218308529961,1.152166099786836
0.0735542292292615,-0.0735542292292615,0.3532062349903226,0.5297454489746721,1.168293193751832
0.1009296679014107,-0.1009296679014107,0.3123410113369414,0.4684606013035637,1.2324259200322425
0.0744501532949842,-0.0744501532949842,0.3387010367802878,0.5079928005201444,1.173340791353007
0.1137553097343651,-0.1137553097343651,0.2907625541992896,0.4360958744967246,1.263345905030547
0.1000254538928036,-0.1000254538928036,0.1405618656494545,0.2108249834563875,1.237561858426519
0.1543865515671777,-0.1543865515671777,0.1153013409746868,0.1729398643934869,1.3715409317406912
0.1258544958701148,-0.1258544958701148,0.1311380774355443,0.1966916074033136,1.305405968277903
0.1275624931034692,-0.1275624931034692,0.0813885507612785,0.1220759521155775,1.2948535124497609
0.0870292898860806,-0.0870292898860806,0.2984447045940328,0.4476131783787329,1.2001876112403351
0.0689892314288037,-0.0689892314288037,0.1773542200942083,0.2660004750364595,1.1608058611389105
