country;hhid;year;grappe;menage;vague;PanelHH;logem;mur;toit;sol;eauboi_ss;eauboi_sp;elec_ac;elec_ur;elec_ua;ordure;toilet;eva_toi;eva_eau;s11q33;s11q37;tv;fer;frigo;cuisin;ordin;decod;car;superf;grosrum;petitrum;porc;lapin;volail;sh_id_demo;sh_co_natu;sh_co_eco;sh_id_eco;sh_co_vio;sh_co_oth
MLI;1001;2021;1;1;1;1;4;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;1;1;1;;0;5;0;0;15;0;0;0;0;0;0
MLI;1002;2021;1;2;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;1;0;1.60950005054474;8;5;0;0;8;0;1;0;0;0;0
MLI;1003;2021;1;3;1;1;2;1;1;1;1;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;4.83595407009125;;;;;;1;1;0;0;0;0
MLI;1004;2021;1;4;1;1;2;1;1;1;1;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.43106770515442;2;0;0;0;0;0;1;0;0;0;0
MLI;1005;2021;1;5;1;1;2;1;1;1;1;1;0;0;1;0;1;1;1;4;3;0;0;1;0;0;0;0;;26;12;0;0;0;0;1;0;0;0;0
MLI;1006;2021;1;6;1;1;2;1;1;1;1;1;0;0;1;0;1;0;0;4;3;0;0;0;0;0;0;0;2.79313981533051;;;;;;0;1;0;0;0;0
MLI;1007;2021;1;7;1;1;2;1;1;1;1;1;0;0;1;0;1;1;0;4;3;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;1008;2021;1;8;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.25869989395142;;;;;;0;1;0;0;0;0
MLI;1009;2021;1;9;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.724900007247925;;;;;;0;0;0;0;0;0
MLI;1010;2021;1;10;1;2;1;1;1;1;1;1;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;1.10959994792938;;;;;;0;1;0;0;0;0
MLI;1011;2021;1;11;1;1;2;1;1;1;1;1;0;0;1;0;0;1;0;4;3;0;0;0;0;0;0;0;1.30920004844666;6;4;0;0;16;0;1;0;0;0;0
MLI;1012;2021;1;12;1;2;2;1;1;1;1;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.99900007247925;;;;;;1;1;1;0;0;0
MLI;2001;2021;2;1;1;1;4;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;1;0;0;0
MLI;2002;2021;2;2;1;1;2;1;0;0;1;1;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0.990799978375435;1;3;0;0;0;0;1;0;0;1;0
MLI;2003;2021;2;3;1;1;2;1;1;0;1;1;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;2.51145428419113;3;3;0;0;20;0;1;0;0;1;0
MLI;2004;2021;2;4;1;2;2;1;1;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;5.68611925840378;3;5;0;0;0;0;0;0;0;1;0
MLI;2005;2021;2;5;1;2;2;1;1;1;1;1;0;0;1;0;0;0;1;4;3;0;0;0;0;0;0;0;3.6119059920311;4;20;0;0;25;0;1;0;0;0;0
MLI;2006;2021;2;6;1;2;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1.80350005626678;;;;;;0;1;0;0;0;0
MLI;2007;2021;2;7;1;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;3.79851984977722;30;16;0;0;10;1;1;0;0;0;0
MLI;2008;2021;2;8;1;1;2;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1.82520627975464;20;0;0;0;0;0;1;0;0;0;0
MLI;2009;2021;2;9;1;2;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.870400011539459;;;;;;0;1;0;0;0;0
MLI;2010;2021;2;10;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;4;4;0;0;0;0;0;0;0;1.04199996590614;;;;;;0;1;0;0;0;0
MLI;2011;2021;2;11;1;2;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0.923600018024445;;;;;;0;1;1;0;0;0
MLI;2012;2021;2;12;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2.50430011749268;;;;;;0;1;1;0;0;0
MLI;5001;2021;5;1;1;2;2;1;1;1;1;1;0;0;1;0;0;1;0;4;3;0;0;0;0;0;0;0;0.943200007081032;0;3;0;0;0;0;0;1;0;0;0
MLI;5002;2021;5;2;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.790549367666245;;;;;;1;1;0;0;0;0
MLI;5003;2021;5;3;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;1;1;0;0;0
MLI;5004;2021;5;4;1;2;2;1;1;1;1;1;0;0;1;0;1;1;0;4;3;0;0;0;0;0;0;0;0.724300026893616;2;0;0;0;0;0;0;0;0;0;0
MLI;5005;2021;5;5;1;2;1;1;1;1;0;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;2.58903104066849;;;;;;0;1;1;0;0;0
MLI;5006;2021;5;6;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0.797100007534027;;;;;;0;1;0;0;0;0
MLI;5007;2021;5;7;1;1;2;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;4.77849936485291;4;10;0;0;0;0;1;0;0;0;0
MLI;5008;2021;5;8;1;2;4;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.254700005054474;;;;;;0;1;0;0;0;0
MLI;5009;2021;5;9;1;1;2;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3.27325987815857;26;6;0;0;0;0;1;1;0;0;0
MLI;5010;2021;5;10;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;2.09124851226807;0;4;0;0;0;0;1;1;1;0;0
MLI;5011;2021;5;11;1;1;2;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0.34403195977211;;;;;;0;1;1;0;0;0
MLI;5012;2021;5;12;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;4;3;1;0;0;0;0;0;0;1.3991664648056;;;;;;0;1;0;0;0;0
MLI;10001;2021;10;1;2;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;0.719999998807907;0;2;0;0;0;0;1;1;1;0;0
MLI;10002;2021;10;2;2;2;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;;;;;;;0;0;1;0;0;0
MLI;10003;2021;10;3;2;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;1;0;2.37708532810211;0;7;0;0;0;0;0;1;0;0;0
MLI;10004;2021;10;4;2;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;10005;2021;10;5;2;1;2;1;1;1;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;1.38807857036591;1;0;0;0;0;0;0;0;0;0;0
MLI;10006;2021;10;6;2;1;2;1;1;1;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;10007;2021;10;7;2;1;2;1;1;1;0;0;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;1.55999997258186;0;1;0;0;0;0;1;0;0;0;0
MLI;10008;2021;10;8;2;1;2;1;1;1;0;0;0;0;1;1;0;0;0;4;3;1;0;0;0;0;0;0;1.97079122066498;20;0;0;0;0;0;0;0;0;0;0
MLI;10009;2021;10;9;2;1;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;4;60;0;0;0;0;1;0;0;0;0
MLI;10010;2021;10;10;2;1;2;1;1;1;1;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;2.33210468292236;4;0;0;0;0;0;1;0;0;0;0
MLI;10011;2021;10;11;2;1;2;1;1;1;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;10012;2021;10;12;2;1;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;12001;2021;12;1;2;1;1;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.66149425506592;;;;;;1;1;1;0;0;0
MLI;12002;2021;12;2;2;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;6.99541699886322;2;7;0;0;0;1;1;1;0;0;0
MLI;12003;2021;12;3;2;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.970000028610229;2;0;0;0;0;0;1;1;0;0;0
MLI;12004;2021;12;4;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.38807857036591;6;4;0;0;0;0;1;1;0;0;0
MLI;12005;2021;12;5;2;1;2;1;1;0;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;6.33000004291534;5;11;0;0;0;0;1;0;0;0;0
MLI;12006;2021;12;6;2;1;2;1;1;0;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;12007;2021;12;7;2;1;2;1;1;1;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;5.71999973058701;2;8;0;0;0;0;1;0;0;0;0
MLI;12008;2021;12;8;2;1;2;1;0;0;0;0;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;2.19000005722046;1;9;0;0;0;0;1;0;0;0;0
MLI;12009;2021;12;9;2;1;2;1;1;0;0;0;0;0;0;1;0;0;0;4;6;1;0;0;0;0;0;0;;0;2;0;0;0;1;1;1;1;0;0
MLI;12010;2021;12;10;2;1;2;1;1;1;0;0;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;5.8639452457428;3;2;0;0;0;0;1;0;0;0;0
MLI;12011;2021;12;11;2;1;2;1;1;0;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;4.13698427379131;4;21;0;0;10;0;1;0;0;0;0
MLI;12012;2021;12;12;2;1;2;1;1;0;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;13001;2021;13;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;;;;;;;1;0;0;0;0;0
MLI;13002;2021;13;2;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;6;30;0;0;0;0;1;0;0;0;0
MLI;13003;2021;13;3;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;2.13244815170765;10;8;0;0;0;0;1;0;0;0;0
MLI;13004;2021;13;4;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;;;;;;;0;0;1;0;0;0
MLI;13005;2021;13;5;1;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.936600029468536;;;;;;0;1;0;0;0;0
MLI;13006;2021;13;6;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.16199998557568;;;;;;0;1;0;0;0;0
MLI;13007;2021;13;7;1;1;2;1;1;1;1;1;0;0;1;0;0;0;1;4;3;0;0;0;0;0;0;0;1.6826000213623;;;;;;0;1;0;0;0;1
MLI;13008;2021;13;8;1;1;2;1;1;1;1;1;0;1;0;0;0;0;0;4;1;1;0;0;0;0;1;0;;50;30;0;0;0;0;1;1;0;0;0
MLI;13009;2021;13;9;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;4;3;0;0;0;0;0;0;0;;;;;;;0;1;1;0;0;0
MLI;13010;2021;13;10;1;2;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;;;;;;;0;1;1;0;0;0
MLI;13011;2021;13;11;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;4;3;0;0;0;0;0;0;0;2.28559994697571;;;;;;0;1;0;0;0;0
MLI;13012;2021;13;12;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1.99820005893707;;;;;;0;1;0;0;0;0
MLI;14001;2021;14;1;1;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.473000004887581;;;;;;0;0;1;0;0;0
MLI;14002;2021;14;2;1;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;;0;12;0;0;0;0;0;1;0;0;0
MLI;14003;2021;14;3;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.360000014305115;;;;;;0;0;1;0;0;0
MLI;14004;2021;14;4;1;1;2;1;1;0;1;1;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0.370000001043081;;;;;;1;0;1;0;0;0
MLI;14005;2021;14;5;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.495000004768372;;;;;;0;0;1;0;0;0
MLI;14006;2021;14;6;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;3.47300004959106;;;;;;0;0;1;0;0;0
MLI;14007;2021;14;7;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;1;0;0;0;0;0.280000001192093;;;;;;0;0;1;0;0;0
MLI;14008;2021;14;8;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.85399998724461;;;;;;0;0;1;0;0;0
MLI;14009;2021;14;9;1;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.24599993228912;;;;;;1;0;0;0;0;0
MLI;14010;2021;14;10;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.04000002145767;;;;;;1;0;0;0;0;0
MLI;14011;2021;14;11;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;4;3;1;0;0;0;0;1;0;1.66000002622604;;;;;;1;0;0;0;0;0
MLI;14012;2021;14;12;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.33500003814697;;;;;;1;0;0;0;0;0
MLI;15001;2021;15;1;2;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;2.04052090644836;0;3;0;0;0;0;1;1;0;0;0
MLI;15002;2021;15;2;2;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;3.10107207298279;0;1;0;0;0;0;1;1;0;0;0
MLI;15003;2021;15;3;2;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;1;0;3.07908582687378;4;8;0;0;0;0;1;1;0;0;0
MLI;15004;2021;15;4;2;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;2.58692526817322;2;6;0;0;0;0;1;1;0;0;0
MLI;15005;2021;15;5;2;1;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;1.36957478523254;3;0;0;0;0;0;1;0;0;0;0
MLI;15006;2021;15;6;2;1;2;1;1;0;1;1;0;0;1;1;0;0;0;4;3;1;0;0;0;0;0;0;0.739605605602264;;;;;;0;1;0;0;0;0
MLI;15007;2021;15;7;2;1;4;1;1;0;1;1;0;0;1;1;0;0;0;4;3;1;0;0;0;0;1;0;;;;;;;0;0;0;0;0;0
MLI;15008;2021;15;8;2;1;2;1;0;0;0;0;0;0;0;1;0;0;0;4;4;0;0;0;0;0;0;0;4.91909646987915;;;;;;0;1;0;0;0;0
MLI;15009;2021;15;9;2;1;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;15010;2021;15;10;2;2;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;3.08278656005859;6;10;0;0;0;0;0;0;0;0;0
MLI;15011;2021;15;11;2;2;2;1;1;0;1;1;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;1.38807857036591;4;0;0;0;0;0;0;0;0;0;0
MLI;15012;2021;15;12;2;2;2;1;1;1;1;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;16001;2021;16;1;1;1;2;1;1;0;1;1;0;0;1;0;0;1;0;4;3;0;0;0;0;0;0;0;2.43926015496254;3;26;0;0;0;0;1;1;0;0;0
MLI;16002;2021;16;2;1;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;3.33683264255524;7;12;0;0;15;0;1;1;0;0;0
MLI;16003;2021;16;3;1;1;2;1;1;1;0;0;0;0;1;0;1;0;0;4;3;1;0;0;0;0;1;0;;;;;;;0;1;0;0;1;0
MLI;16004;2021;16;4;1;2;2;1;1;0;0;0;0;0;0;0;0;1;0;4;5;0;0;0;0;0;0;0;1.10909998416901;;;;;;1;0;1;0;0;0
MLI;16005;2021;16;5;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;1.60959999263287;;;;;;0;1;0;0;0;0
MLI;16006;2021;16;6;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0.501399993896484;18;7;0;0;0;0;1;1;0;0;0
MLI;16007;2021;16;7;1;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.84360003471375;3;30;0;0;50;1;1;0;0;0;0
MLI;16008;2021;16;8;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;4.7546797990799;20;0;0;0;20;0;1;0;0;0;0
MLI;16009;2021;16;9;1;2;2;1;1;1;0;0;0;0;0;0;0;1;0;4;5;0;0;0;0;0;0;0;1.55200004577637;;;;;;1;1;0;0;0;0
MLI;16010;2021;16;10;1;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.271299988031387;;;;;;1;1;0;0;0;0
MLI;16011;2021;16;11;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;4;5;0;0;0;0;0;0;0;0.667200028896332;;;;;;1;1;0;0;0;0
MLI;16012;2021;16;12;1;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;3.02620005607605;0;0;0;0;0;0;0;0;0;0;0
MLI;21001;2021;21;1;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;0;4;0;0;0;0;0;1;0;0;0
MLI;21002;2021;21;2;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;21003;2021;21;3;1;1;4;1;1;1;1;1;0;1;0;1;0;0;0;2;1;1;0;1;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;21004;2021;21;4;1;1;4;1;1;1;1;1;0;1;0;1;0;0;0;2;1;1;0;1;0;0;1;0;;;;;;;1;0;1;0;0;0
MLI;21005;2021;21;5;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;21006;2021;21;6;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;1;0;0;0;0;0
MLI;21007;2021;21;7;1;2;2;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;0;1;1;0;0
MLI;21008;2021;21;8;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;0;0;0;0;0
MLI;21009;2021;21;9;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;1;0;0;0;0;0
MLI;21010;2021;21;10;1;2;2;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;1;1;0;;;;;;;1;0;1;0;0;0
MLI;21011;2021;21;11;1;2;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;21012;2021;21;12;1;2;2;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;25001;2021;25;1;1;1;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;;;;;;;0;0;0;0;1;0
MLI;25002;2021;25;2;1;2;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;;;;;;;1;0;0;0;0;0
MLI;25003;2021;25;3;1;1;3;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;1;1;;;;;;;1;0;0;0;0;0
MLI;25004;2021;25;4;1;2;3;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;25005;2021;25;5;1;2;3;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;25006;2021;25;6;1;2;3;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;25007;2021;25;7;1;1;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;;;;;;;0;0;1;0;0;0
MLI;25008;2021;25;8;1;2;3;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;25009;2021;25;9;1;2;3;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;;;;;;;0;0;0;0;0;0
MLI;25010;2021;25;10;1;2;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;;;;;;;0;0;0;1;0;0
MLI;25011;2021;25;11;1;2;3;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;;;;;;;0;1;0;0;0;0
MLI;25012;2021;25;12;1;2;3;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;27001;2021;27;1;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;;2;3;0;0;0;1;0;1;0;0;0
MLI;27002;2021;27;2;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;2.78555727005005;1;0;0;0;0;0;1;1;0;0;0
MLI;27003;2021;27;3;2;1;2;1;1;1;1;1;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;1.67965447902679;3;0;0;0;0;0;1;1;0;0;0
MLI;27004;2021;27;4;2;1;2;1;1;0;1;1;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;1.69000005722046;2;2;0;0;0;0;1;1;0;0;0
MLI;27005;2021;27;5;2;1;1;1;1;1;1;1;0;0;1;1;0;0;0;4;3;1;0;0;0;0;0;0;2.0699999332428;5;30;0;0;15;0;1;0;0;0;0
MLI;27006;2021;27;6;2;1;1;1;1;1;1;1;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;;0;1;0;0;0;0;0;0;0;0;0
MLI;27007;2021;27;7;2;1;2;1;1;0;0;0;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;0.976764976978302;42;30;0;0;2;0;1;0;0;0;0
MLI;27008;2021;27;8;2;1;2;1;0;0;1;1;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;5.58960461616516;2;13;0;0;0;0;1;0;0;0;0
MLI;27009;2021;27;9;2;1;2;1;1;0;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;27010;2021;27;10;2;1;2;1;1;1;1;1;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;1.57626271247864;2;8;0;0;0;0;1;0;0;0;0
MLI;27011;2021;27;11;2;1;2;1;1;1;0;0;0;0;1;1;0;0;0;4;3;0;0;0;0;0;0;0;0.899999976158142;2;1;0;0;0;0;1;0;0;0;0
MLI;27012;2021;27;12;2;1;2;1;1;0;1;1;0;0;0;1;0;0;0;4;6;0;0;0;0;0;0;0;2.40055042505264;2;1;0;0;0;0;1;1;1;0;0
MLI;29001;2021;29;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;0;;0;4;0;0;0;0;0;1;0;0;0
MLI;29002;2021;29;2;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;;0;9;0;0;0;0;0;1;1;0;0
MLI;29003;2021;29;3;1;2;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;;;;;;;0;0;1;0;0;0
MLI;29004;2021;29;4;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;;;;;;;0;0;1;0;0;0
MLI;29005;2021;29;5;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;;;;;;1;0;0;0;0;0
MLI;29006;2021;29;6;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0
MLI;29007;2021;29;7;1;1;4;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;;;;;;;1;0;0;1;0;0
MLI;29008;2021;29;8;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;;;;;;;1;0;0;0;0;0
MLI;29009;2021;29;9;1;1;2;1;1;1;0;0;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;;0;2;0;0;0;1;0;0;0;0;0
MLI;29010;2021;29;10;1;2;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;;;;;;;0;0;0;0;0;0
MLI;29011;2021;29;11;1;1;3;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;;;;;;;1;0;0;0;0;0
MLI;29012;2021;29;12;1;2;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;1;0;;;;;;;0;0;1;0;0;0
MLI;30001;2021;30;1;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0.741510570049286;2;12;0;0;0;0;0;1;0;0;0
MLI;30002;2021;30;2;2;1;2;1;0;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;21.4568793773651;2;17;0;0;0;0;1;1;0;0;0
MLI;30003;2021;30;3;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;20;2;13;0;0;0;0;1;1;0;0;0
MLI;30004;2021;30;4;2;1;2;1;0;0;0;0;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;20;1;4;0;0;0;0;1;1;0;0;0
