country,product,n_obs,mean_yld,median_yld,q25_yld,q75_yld,sd_yld,iqr_yld,min_yld,max_yld
Angola,Avocado,12,11.33961217981725,11.807496066743138,11.32035770647028,12.596358792184724,2.018414977449699,1.2760010857144444,7.256410256410256,13.499794722502145
Angola,Banana,181,19.84256115170178,20,15.913454545454544,23.44632768361582,6.599477957623941,7.532873138161277,2.062025956514411,44.41023682200153
Angola,Beans (mixed),294,0.35166565953775525,0.35001617093240384,0.3,0.40397698451206665,0.11761150393305071,0.10397698451206666,0.03801652892561983,0.9159505932734294
Angola,Cabbage,39,10.56921118758878,9.433962264150944,7.6875,13.5531914893617,3.884716226975176,5.8656914893617,4.219298245614035,18.01416430594901
Angola,Carrots,15,13.570353784746027,12.537735849056604,11.126039152587825,17.336176445629345,4.304075348727269,6.2101372930415195,6.843581645922348,19.051248783652287
Angola,Cassava,319,7.307697055190422,6.620313397325457,4.949547723928702,9.649943758901903,3.3202004754244956,4.700396034973202,1.7662863756613756,18.60003850676275
Angola,Chili Pepper,18,2.4888580423257656,2.5926640926640925,1.816678520625889,3.0098137315270934,0.8808681005159766,1.1931352109012043,1,4.285157771717959
Angola,Coffee,27,0.2602547596197641,0.25,0.13142399222966208,0.33784770065486075,0.1823464448478629,0.20642370842519867,0.01272727272727272,0.7524083769633508
Angola,Cowpea,1,0.3000119146908138,0.3000119146908138,0.3000119146908138,0.3000119146908138,NA,0,0.3000119146908138,0.3000119146908138
Angola,Garlic,56,4.734980203153253,4.587138600964134,3.654565058523938,6.013167986726357,1.5368344380296983,2.358602928202419,1.989792762140427,7.971164779187701
Angola,Green Bean,1,1.564102564102564,1.564102564102564,1.564102564102564,1.564102564102564,NA,0,1.564102564102564,1.564102564102564
Angola,Groundnuts (In Shell),240,0.46744056976613263,0.4000370918482478,0.30001325794885353,0.6042871835112843,0.21704790860249137,0.30427392556243077,0.07819697010037541,1.6263569859449314
Angola,Lemon,36,9.245174507603556,9.608357965653099,7.847610758837913,10.792145221089564,2.3129730852680805,2.944534462251651,4.200531208499336,13.803658081373648
Angola,Maize,378,0.5847290164934873,0.599939386745753,0.4399881845809419,0.7100847340865252,0.21966460430050588,0.27009654950558326,9.909647333139e-4,1.2121427931348363
Angola,Mango,35,10.119056777507156,9.495521273948745,8.298365094241383,10.90206274372854,3.4784361322941217,2.603697649487156,5.783567134268537,26.663420967218432
Angola,Millet,140,0.33998636537923127,0.3515245162387634,0.2126827448769971,0.4123846507452859,0.14898424592152834,0.19970190586828881,0.00100179632444383,0.7499965407978304
Angola,Okras,9,3.56082957722302,2.650273224043716,1.9090909090909092,4.761904761904762,2.058659526174369,2.8528138528138527,1.7692307692307692,6.818181818181818
Angola,Onions,42,12.943186495974057,12.940835253705739,10.18032786885246,16.52039381153305,3.7190606892717195,6.3400659426805905,6.616161616161616,19.602240896358545
Angola,Pineapple,53,12.906486698096213,13.143988480921529,10.962962962962964,14.744367417677642,3.019581247914429,3.7814044547146786,6.101498445009895,20.712968299711815
Angola,Potato,191,5.844048465003632,5.499985175082278,4,7.249342840852714,4.03251577163183,3.249342840852714,1.390005198157343,39.25
Angola,Rice,83,0.9515060785895951,0.783625730994152,0.6788543268184467,1.199554928725154,0.5698067885080634,0.5207006019067072,0.3,4
Angola,Sorghum,103,0.2981150009242462,0.3308625336927224,0.17457056617080863,0.3870105062082139,0.15650572704886986,0.2124399400374053,0.02909006283453572,0.7
Angola,Soybean,55,0.5802985471188028,0.5,0.40805812684768195,0.6403633131503417,0.5141339487768104,0.23230518630265973,0.0890573751010125,3.018235294117647
Angola,Sweet Potatoes,284,6.5582264453839585,5.213476288551119,4.000215570791216,8.00018509378085,3.2000372238170867,3.999969522989634,1.500342700479781,16.415399322151735
Angola,Tomato,40,13.980980366166259,13.920992866343454,10.628285183252903,17.36808428649774,4.211579589594553,6.739799103244838,6.882352941176471,24.00007811889696
Angola,Wheat,2,0.817459401380605,0.817459401380605,0.7137260927378777,0.9211927100233324,0.29340210390475824,0.20746661728545468,0.6099927840951505,1.0249260186660596
Benin,Bambara groundnut,1073,0.8166502988132315,0.7851614858720911,0.6294820717131474,0.9019210977701544,0.45455136750856456,0.272439026057007,0.06113902847571189,12.056224899598394
Benin,Cabbage,286,14.340058925364158,14.039697412775633,10.539485875822852,17.51025,5.773345575973549,6.970764124177148,1.1666666666666667,45
Benin,Carrots,257,12.400469765026257,11.480529043669778,8,15.486363636363636,6.163044763879582,7.486363636363636,1.9006697247706423,30.41900079777843
Benin,Cassava,2045,11.61844867513722,11.349405548216644,8.434488461249343,14.033847784804852,5.007844135647314,5.599359323555509,0.01233333333333333,87.3529411764706
Benin,Cowpea,2038,0.7745607937930096,0.749498953648176,0.6233965079402951,0.8796161992664078,0.319264853657603,0.25621969132611266,0.02333333333333333,6.8076923076923075
Benin,Cucumber,182,12.767711231008246,11.027976205046032,7.5076491325838415,16.078542539637475,7.551643666601591,8.570893407053633,0.9274358506657324,49.32075471698113
Benin,Eggplant,822,10.239073685087787,8.766149870801033,6.2360822649572665,13.16664913474964,5.553896396307104,6.930566869792374,1.128984375,33.29731413009112
Benin,Fonio,159,0.5901551331006207,0.5752066115702479,0.4660398609056622,0.6479166666666667,0.20371139784942285,0.1818768057610045,0.2,1.8846153846153848
Benin,Geocarpa groundnut,400,0.5986255365155456,0.6,0.5,0.6666666666666666,0.1525829384117679,0.16666666666666663,0.0975609756097561,1.4285714285714286
Benin,Goussi,1000,0.7729237111354184,0.6407547169811321,0.5323006375282787,0.825,0.5730386205795641,0.29269936247172124,0.10294117647058824,12.509364358683316
Benin,Groundnuts (In Shell),2033,0.8866161909791731,0.8312613761147699,0.6992481203007519,1.0303967027305512,0.2966330797204701,0.3311485824297993,0.13157894736842105,2.8904
